STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE
MRN,MIRANDOLA (NAPOLI),44.878231,11.061743,seismic,INGV,C,0.297304199,0,0.831707463,0,0.589859971,0,0.546476991,0,208,C,,,,,,
NVL,NOVELLARA,44.843001,10.731506,seismic,INGV,C,0.051205727,0,0.124855904,0,0.046365553,0,0.028443352,0,190,C,,,,,,
MODE,MODENA,44.629722,10.949167,seismic,INGV,C,0.041851208,0,0.073479872,0,0.085823629,0,0.085762946,0,204,C,,,,,,
SRP,SORBOLO (PEZZANI),44.848398,10.446963,seismic,INGV,C,0.040739094,0,0.08749979,0,0.093295124,0,0.034039375,0,218,C,,,,,,
MDC,MEDICINA,44.48556,11.640462,seismic,INGV,C (inferred from geology),0.038848148,0,0.087704747,0,0.111608629,0,0.0462699,0,,C (inferred from geology),,,,,,
MDN,MODENA,44.646988,10.889912,seismic,INGV,C,0.036245735,0,0.076439972,0,0.080160391,0,0.062560653,0,213,C,,,,,,
CPC,COPPARO (COCCANILE),44.921448,11.875613,seismic,INGV,D,0.033166988,0,0.080345422,0,0.066929839,0,0.046052299,0,174,D,,,,,,
ALF,ALFONSINE,44.502284,12.033444,seismic,INGV,C,0.033053959,0,0.060433328,0,0.109015014,0,0.034446041,0,243,C,,,,,,
ARG,ARGENTA,44.63053,11.82516,seismic,INGV,D,0.023790588,0,0.040699685,0,0.051552541,0,0.023575453,0,170,D,,,,,,
GAI,GAINO  TOSCOLANO MADERNO,45.659275,10.616265,seismic,INGV,C (inferred from geology),0.023735077,0,0.108124974,0,0.016724251,0,0.00515204,0,,C (inferred from geology),,,,,,
SANR,SANDRIGO,45.64,11.6099,seismic,INGV,C,0.023490452,0,0.040558439,0,0.020522697,0,0.008755519,0,321,C,,,,,,
ZPP,ZOLA PREDOSA PIANA,44.524391,11.204494,seismic,INGV,C,0.022811829,0,0.05035163,0,0.049148242,0,0.059274165,0,208,C,,,,,,
SSU,SASSUOLO,44.507027,10.784814,seismic,INGV,E,0.02225786,0,0.058549831,0,0.042646699,0,0.030678906,0,489,E,,,,,,
MLD,MELDOLA,44.118498,12.071035,seismic,INGV,C,0.022232775,0,0.051612113,0,0.060283473,0,0.017099315,0,214,C,,,,,,
MNTV,MANTOVA,45.1495,10.7897,seismic,INGV,C,0.021533377,0,0.071856659,0,0.056834427,0,0.036730372,0,237,C,,,,,,
VOBA,VOBARNO,45.6429,10.504,seismic,INGV,B,0.019868645,0,0.037580845,0,0.009128997,0,0.004419324,0,450,B,,,,,,
ASOL,ASOLO,45.8003,11.9023,seismic,INGV,A (inferred from geology),0.019181553,0,0.044886625,0,0.021760171,0,0.009941847,0,,A (inferred from geology),,,,,,
TREG,TREGNAGO,45.523,11.1606,seismic,INGV,B,0.018952641,0,0.033320727,0,0.015481609,0,0.005798226,0,391,B,,,,,,
MNS,MONSELICE,45.251733,11.722134,seismic,INGV,C,0.017719252,0,0.034661483,0,0.008497641,0,0.003650653,0,227,C,,,,,,
OPPE,OPPEANO,45.3082,11.1724,seismic,INGV,C,0.016902271,0,0.03368581,0,0.019516308,0,0.012084372,0,264,C,,,,,,
ISD,ISOLA DELLA SCALA,45.273386,10.960213,seismic,INGV,C,0.016414854,0,0.035691946,0,0.02772223,0,0.02781212,0,252,C,,,,,,
ZOVE,ZOVENCEDO,45.4536,11.4876,seismic,INGV,B (inferred from geology),0.016152952,0,0.026760676,0,0.015868404,0,0.002926298,0,,B (inferred from geology),,,,,,
MOGG,,46.4048,13.1885,seismic,INGV,C (inferred from geology),0.015674599,0,0.041486092,0,0.018247957,0,0.010690543,0,,C (inferred from geology),,,,,,
MLC,MALCESINE,45.807901,10.848521,seismic,INGV,B,0.015540875,0,0.028695892,0,0.011891004,0,0.006716019,0,430,B,,,,,,
FAEN,FAENZA,44.2895,11.877,seismic,INGV,C (inferred from geology),0.015347415,0,0.026972123,0,0.025566104,0,0.024486079,0,,C (inferred from geology),,,,,,
CSP,CASTEL SAN PIETRO TERME,44.378487,11.580113,seismic,INGV,C,0.015263423,0,0.040144375,0,0.030314975,0,0.042944303,0,237,C,,,,,,
FOR,FORLI  NUOVA,44.199409,12.041916,seismic,INGV,C,0.015089437,0,0.022782768,0,0.030879461,0,0.01662817,0,296,C,,,,,,
FLP,FELTRE (PASQUER),46.026695,11.922518,seismic,INGV,C (inferred from geology),0.015073674,0,0.013398088,0,0.003774453,0,0.002214484,0,,C (inferred from geology),,,,,,
IMOL,IMOLA,44.35955,11.74248,seismic,INGV,C (inferred from geology),0.014918483,0,0.031187685,0,0.018218317,0,0.023213215,0,,C (inferred from geology),,,,,,
BRH,BRISIGHELLA,44.20761,11.763964,seismic,INGV,B,0.012946146,0,0.040720393,0,0.019375815,0,0.010479734,0,395,B,,,,,,
CNCS,CONCESIO,45.606,10.217,seismic,INGV,B,0.012211484,0,0.039810737,0,0.022818809,0,0.005279711,0,386,B,,,,,,
SNZ1,S. NAZZARO 1,45.074268,9.894491,seismic,INGV,C,0.011829058,0,0.029723156,0,0.027811181,0,0.015699571,0,222,C,,,,,,
CESC,,46.355701,13.0572,seismic,INGV,A (inferred from geology),0.011019068,0,0.026607017,0,0.023497136,0,0.027162454,0,,A (inferred from geology),,,,,,
TGG,TREGNAGO (COLLINA),45.562015,11.182743,seismic,INGV,A (inferred from geology),0.0108737,0,0.016671615,0,0.008764768,0,0.00213623,0,,A (inferred from geology),,,,,,
CTL8,CASTELLEONE,45.2763,9.7622,seismic,INGV,C (inferred from geology),0.010852348,0,0.027625007,0,0.027174212,0,0.018548865,0,,C (inferred from geology),,,,,,
ORZI,ORZINUOVI,45.4056,9.9307,seismic,INGV,C (inferred from geology),0.010816504,0,0.032633946,0,0.021657789,0,0.016413054,0,,C (inferred from geology),,,,,,
PTV,PONTEVICO,45.274192,10.08792,seismic,INGV,C,0.01080525,0,0.027399731,0,0.016476487,0,0.013601797,0,245,C,,,,,,
BRIS,BRISIGHELLA,44.22454,11.76657,seismic,INGV,B (inferred from geology),0.010553997,0,0.029610721,0,0.015419724,0,0.013318757,0,,B (inferred from geology),,,,,,
CST,CASTELFRANCO 5,45.659581,11.902321,seismic,INGV,B,0.01047196,0,0.032234346,0,0.01763627,0,0.008893483,0,541,B,,,,,,
MDG,MODIGLIANA,44.159257,11.788555,seismic,INGV,B (inferred from geology),0.010407885,0,0.024464701,0,0.010895671,0,0.005895792,0,,B (inferred from geology),,,,,,
MTRZ,MONTERENZIO,44.3128,11.4248,seismic,INGV,B (inferred from geology),0.009644761,0,0.016991235,0,0.016877225,0,0.026330531,0,,B (inferred from geology),,,,,,
FRE8,FREGONA,46.015,12.3552,seismic,INGV,A (inferred from geology),0.009061767,0,0.034331464,0,0.013484043,0,0.00999285,0,,A (inferred from geology),,,,,,
CNG,CONEGLIANO 5,45.881569,12.288142,seismic,INGV,C,0.008596543,0,0.01893436,0,0.016306564,0,0.006192089,0,283,C,,,,,,
CRND,CORNUDA,45.8361,12.0131,seismic,INGV,C (inferred from geology),0.008543768,0,0.016566164,0,0.009488918,0,0.004837291,0,,C (inferred from geology),,,,,,
CSN,CESENA,44.137005,12.241408,seismic,INGV,B,0.008417245,0,0.02813233,0,0.012736389,0,0.010631537,0,541,B,,,,,,
MDT,MODIGLIANA  TREBBIO,44.135015,11.829782,seismic,INGV,B (inferred from geology),0.008410283,0,0.026261999,0,0.022431981,0,0.016908196,0,,B (inferred from geology),,,,,,
BDG,BEDONIA (GALLARETO),44.506794,9.622965,seismic,INGV,B (inferred from geology),0.008299384,0,0.02320321,0,0.017673175,0,0.011813826,0,,B (inferred from geology),,,,,,
CVT,CIVITELLA DI ROMAGNA,44.006148,11.936826,seismic,INGV,B (inferred from geology),0.008251459,0,0.01403471,0,0.012413768,0,0.008177391,0,,B (inferred from geology),,,,,,
LEOD,CAPRIANO DEL COLLE,45.4582,10.1234,seismic,INGV,C (inferred from geology),0.008192531,0,0.026311165,0,0.01639412,0,0.012887778,0,,C (inferred from geology),,,,,,
PAR,PARMA,44.828922,10.279394,seismic,INGV,C,0.007716779,0,0.02058865,0,0.018716087,0,0.013162745,0,335,C,,,,,,
FIVI,FIVIZZANO  MS    ITALY,44.2394,10.1271,seismic,INGV,C (inferred from geology),0.007643546,0,0.01772372,0,0.019308117,0,0.021646336,0,,C (inferred from geology),,,,,,
BOTT,BOTTICINO,45.5494,10.3095,seismic,INGV,A (inferred from geology),0.007640963,0,0.016611787,0,0.007560151,0,0.004395414,0,,A (inferred from geology),,,,,,
ANB,ANCONA 2,43.59229,13.507411,seismic,INGV,B (inferred from geology),0.007506052,0,0.019603633,0,0.031446053,0,0.008136978,0,,B (inferred from geology),,,,,,
ZEN8,SAN ZENO DI MONTAGNA,45.6378,10.7319,seismic,INGV,A (inferred from geology),0.007429768,0,0.015394728,0,0.012673727,0,0.004353203,0,,A (inferred from geology),,,,,,
MOV,MONTEREALE VALCE,46.15519,12.65508,seismic,INGV,C (inferred from geology),0.007311737,0,0.022002176,0,0.007849161,0,0.001845313,0,,C (inferred from geology),,,,,,
RIM,RIMINI,44.005657,12.485725,seismic,INGV,B (inferred from geology),0.007128143,0,0.01769389,0,0.024344923,0,0.01382671,0,,B (inferred from geology),,,,,,
MRR,MARRADI,44.064131,11.603387,seismic,INGV,B (inferred from geology),0.007094618,0,0.019617917,0,0.005392328,0,0.004835429,0,,B (inferred from geology),,,,,,
RVR,RIVERGARO,44.904452,9.598137,seismic,INGV,C (inferred from geology),0.00699153,0,0.011056645,0,0.010571503,0,0.007773319,0,,C (inferred from geology),,,,,,
BAG8,BAGOLINO,45.8228,10.4664,seismic,INGV,A (inferred from geology),0.006685154,0,0.014570925,0,0.006453983,0,0.002414294,0,,A (inferred from geology),,,,,,
BGL,BAGNI DI LUCCA,43.995831,10.576916,seismic,INGV,B (inferred from geology),0.006492122,0,0.0123575,0,0.014699742,0,0.015103865,0,,B (inferred from geology),,,,,,
PNN,PENNABILLI,43.818159,12.262846,seismic,INGV,C,0.006401017,0,0.021436765,0,0.012808281,0,0.007181176,0,335,C,,,,,,
CARC,,45.652599,13.77,seismic,INGV,C (inferred from geology),0.005898147,0,0.015821635,0,0.013975782,0,0.003487045,0,,C (inferred from geology),,,,,,
BRR,BERCETO (RABBONI),44.506389,9.987298,seismic,INGV,B (inferred from geology),0.005889071,0,0.014614992,0,0.023507477,0,0.004364564,0,,B (inferred from geology),,,,,,
MERA,MERATE,45.7054,9.4291,seismic,INGV,C (inferred from geology),0.005872007,0,0.014742085,0,0.015849067,0,0.004705856,0,,C (inferred from geology),,,,,,
LNG,LANGHIRANO (LESIGNANO BAGNI),44.65537,10.31334,seismic,INGV,B,0.005789039,0,0.014007887,0,0.015696059,0,0.014834641,0,428,B,,,,,,
SENI,SENIGALLIA,43.7052,13.2331,seismic,INGV,C,0.005485437,0,0.024064268,0,0.018879061,0,0.009093477,0,242,C,,,,,,
SMP,S. MARCELLO PISTOIESE,44.064114,10.803726,seismic,INGV,B (inferred from geology),0.005418295,0,0.015261731,0,0.009617357,0,0.01886621,0,,B (inferred from geology),,,,,,
OGH6,H TEL DE VILLE DE GRENOBLE SE TOP   38185  GRENOBLE   IS RE   AUVERGNE RH NE ALPES   FRANCE,45.186222,5.736389,seismic,INGV,C (inferred from geology),0.005217828,0,0.005977958,0,0.011029888,0,0.014662593,0,,C (inferred from geology),,,,,,
BGR,BAGNO DI ROMAGNA,43.889511,11.991291,seismic,INGV,A,0.005150896,0,0.010637982,0,0.012922776,0,0.011664532,0,829,A,,,,,,
ZCCA,ZOCCA,44.35085,10.9765,seismic,INGV,B (inferred from geology),0.005042702,0,0.012025954,0,0.013196693,0,0.013038633,0,,B (inferred from geology),,,,,,
STS,S. SOFIA,43.94245,11.905042,seismic,INGV,B,0.004957589,0,0.012240553,0,0.010226485,0,0.010600044,0,456,B,,,,,,
AUL,AULLA,44.208759,9.97307,seismic,INGV,A (inferred from geology),0.004877149,0,0.012955768,0,0.013939726,0,0.009216041,0,,A (inferred from geology),,,,,,
BDT,BADIA TEDALDA,43.706772,12.188036,seismic,INGV,B,0.004866065,0,0.01410207,0,0.012185108,0,0.009270719,0,593,B,,,,,,
PVF,PAVULLO DEL FRIGNANO,44.333096,10.825229,seismic,INGV,B,0.004835194,0,0.00883854,0,0.009065965,0,0.011592658,0,453,B,,,,,,
STFL,FOURNETS LUISANS   25288   DOUBS   BOURGOGNE FRANCHE COMT    FRANCE,47.1121,6.56289,seismic,INGV,A (inferred from geology),0.004791106,0,0.013652198,0,0.007321096,0,0.008072823,0,,A (inferred from geology),,,,,,
SNS,SANSEPOLCRO,43.56739,12.143375,seismic,INGV,C,0.004729574,0,0.007235692,0,0.014134492,0,0.025033831,0,310,C,,,,,,
POR,,45.9524,12.6808,seismic,INGV,C (inferred from geology),0.004609888,0,0.012772124,0,0.007543312,0,0.006671509,0,,C (inferred from geology),,,,,,
PZS,PIAZZA AL SERCHIO,44.188549,10.28861,seismic,INGV,B,0.004506985,0,0.009024948,0,0.014113295,0,0.011114122,0,453,B,,,,,,
CDCA,CITTA DI CASTELLO,43.4584,12.2336,seismic,INGV,C,0.004481811,0,0.007421834,0,0.016650399,0,0.012272482,0,277,C,,,,,,
SPI,SPILIMBERGO,46.1082,12.9059,seismic,INGV,C (inferred from geology),0.004419031,0,0.007975896,0,0.00492054,0,0.003735265,0,,C (inferred from geology),,,,,,
BRB,BARBERINO DI MUGELLO,43.954205,11.212867,seismic,INGV,B (inferred from geology),0.004367899,0,0.0081732,0,0.013047746,0,0.007303986,0,,B (inferred from geology),,,,,,
SSG,SANSEPOLCRO GRAGNANO,43.569859,12.146323,seismic,INGV,B (inferred from geology),0.0043385,0,0.007366951,0,0.014153597,0,0.013874486,0,,B (inferred from geology),,,,,,
STAL,STALIGIAL,46.2601,12.7104,seismic,INGV,B (inferred from geology),0.004229487,0,0.016102611,0,0.003850299,0,0.001526196,0,,B (inferred from geology),,,,,,
STOL,,46.3605,13.3546,seismic,INGV,C (inferred from geology),0.004223923,0,0.013945817,0,0.003124137,0,0.000937078,0,,C (inferred from geology),,,,,,
SEL,SESTRI LEVANTE,44.265343,9.403355,seismic,INGV,B,0.004204941,0,0.008954193,0,0.010669613,0,0.008474453,0,538,B,,,,,,
FVZ,FIVIZZANO,44.238247,10.131089,seismic,INGV,E,0.004191324,0,0.009223902,0,0.006997309,0,0.009044987,0,509,E,,,,,,
CTS,CITTA DI CASTELLO  REGNANO,43.491987,12.223396,seismic,INGV,C (inferred from geology),0.004072136,0,0.005957573,0,0.008113229,0,0.011684175,0,,C (inferred from geology),,,,,,
PIT,PISTOIA,43.989647,10.944552,seismic,INGV,B (inferred from geology),0.00405301,0,0.008315615,0,0.010808536,0,0.006034022,0,,B (inferred from geology),,,,,,
VRL,VARESE LIGURE,44.3927,9.633476,seismic,INGV,A,0.003983007,0,0.008900507,0,0.00902836,0,0.007772599,0,855,A,,,,,,
COR1,CORINALDO,43.63183,13.00033,seismic,INGV,D (inferred from geology),0.00392393,0,0.009701399,0,0.01134872,0,0.011402447,0,,D (inferred from geology),,,,,,
SFI,SANTA SOFIA,43.90477,11.84695,seismic,INGV,B (inferred from geology),0.003773173,0,0.011640184,0,0.008519643,0,0.004733486,0,,B (inferred from geology),,,,,,
GUMA,GUALDO DI MACERATA,43.0627,13.3352,seismic,INGV,B,0.00357629,0,0.006061531,0,0.008431854,0,0.004745093,0,488,B,,,,,,
FIR,FIRENZE,43.774366,11.255134,seismic,INGV,D (inferred from geology),0.003494969,0,0.006260167,0,0.010598112,0,0.00618788,0,,D (inferred from geology),,,,,,
SNM,SAN MARINO,43.934326,12.44929,seismic,INGV,B (inferred from geology),0.003489756,0,0.009806349,0,0.007603751,0,0.00666633,0,,B (inferred from geology),,,,,,
MRZ,MARZABOTTO,44.361374,11.190086,seismic,INGV,B (inferred from geology),0.003485122,0,0.008878764,0,0.010120505,0,0.004783638,0,,B (inferred from geology),,,,,,
PSR,PASSARIANO,45.949318,13.014131,seismic,INGV,C (inferred from geology),0.003445844,0,0.009237595,0,0.006192311,0,0.00217303,0,,C (inferred from geology),,,,,,
CRM1,CASTELRAIMONDO,43.210082,13.058016,seismic,INGV,C (inferred from geology),0.003408886,0,0.007757171,0,0.011915238,0,0.011923275,0,,C (inferred from geology),,,,,,
SSFR,MONTELAGO DI SASSOFERRATO,43.43628,12.78225,seismic,INGV,C (inferred from geology),0.00340593,0,0.017370642,0,0.003518132,0,0.002062388,0,,C (inferred from geology),,,,,,
DCM,DICOMANO,43.891235,11.518011,seismic,INGV,A,0.003405194,0,0.0064284,0,0.005981852,0,0.006779191,0,1000,A,,,,,,
PRM,PREMILCUORE,43.97924,11.781402,seismic,INGV,B (inferred from geology),0.003369,0,0.008820057,0,0.005466105,0,0.004668893,0,,B (inferred from geology),,,,,,
GNV,GENOVA,44.431709,8.932087,seismic,INGV,A,0.003355376,0,0.012214209,0,0.010672238,0,0.003392253,0,1152,A,,,,,,
MCT,MACERATA,43.292511,13.418895,seismic,INGV,C (inferred from geology),0.003290732,0,0.007874291,0,0.010741542,0,0.007824279,0,,C (inferred from geology),,,,,,
GEDE,,46.254398,13.1247,seismic,INGV,C (inferred from geology),0.003275011,0,0.008783488,0,0.005746189,0,0.004693153,0,,C (inferred from geology),,,,,,
GESC,,46.281898,13.1409,seismic,INGV,C (inferred from geology),0.003239392,0,0.008286283,0,0.006275449,0,0.002691219,0,,C (inferred from geology),,,,,,
